ds,y,hour,day_of_week,is_weekend
2025-12-09 15:41:19.352495,200,15,Tuesday,0
2025-12-09 15:46:19.352495,185,15,Tuesday,0
2025-12-09 15:51:19.352495,181,15,Tuesday,0
2025-12-09 15:56:19.352495,178,15,Tuesday,0
2025-12-09 16:01:19.352495,204,16,Tuesday,0
2025-12-09 16:06:19.352495,186,16,Tuesday,0
2025-12-09 16:11:19.352495,207,16,Tuesday,0
2025-12-09 16:16:19.352495,185,16,Tuesday,0
2025-12-09 16:21:19.352495,173,16,Tuesday,0
2025-12-09 16:26:19.352495,178,16,Tuesday,0
2025-12-09 16:31:19.352495,201,16,Tuesday,0
2025-12-09 16:36:19.352495,186,16,Tuesday,0
2025-12-09 16:41:19.352495,181,16,Tuesday,0
2025-12-09 16:46:19.352495,188,16,Tuesday,0
2025-12-09 16:51:19.352495,190,16,Tuesday,0
2025-12-09 16:56:19.352495,195,16,Tuesday,0
2025-12-09 17:01:19.352495,198,17,Tuesday,0
2025-12-09 17:06:19.352495,179,17,Tuesday,0
2025-12-09 17:11:19.352495,168,17,Tuesday,0
2025-12-09 17:16:19.352495,177,17,Tuesday,0
2025-12-09 17:21:19.352495,183,17,Tuesday,0
2025-12-09 17:26:19.352495,170,17,Tuesday,0
2025-12-09 17:31:19.352495,169,17,Tuesday,0
2025-12-09 17:36:19.352495,181,17,Tuesday,0
2025-12-09 17:41:19.352495,176,17,Tuesday,0
2025-12-09 17:46:19.352495,176,17,Tuesday,0
2025-12-09 17:51:19.352495,167,17,Tuesday,0
2025-12-09 17:56:19.352495,172,17,Tuesday,0
2025-12-09 18:01:19.352495,164,18,Tuesday,0
2025-12-09 18:06:19.352495,181,18,Tuesday,0
2025-12-09 18:11:19.352495,182,18,Tuesday,0
2025-12-09 18:16:19.352495,152,18,Tuesday,0
2025-12-09 18:21:19.352495,160,18,Tuesday,0
2025-12-09 18:26:19.352495,154,18,Tuesday,0
2025-12-09 18:31:19.352495,162,18,Tuesday,0
2025-12-09 18:36:19.352495,166,18,Tuesday,0
2025-12-09 18:41:19.352495,152,18,Tuesday,0
2025-12-09 18:46:19.352495,156,18,Tuesday,0
2025-12-09 18:51:19.352495,155,18,Tuesday,0
2025-12-09 18:56:19.352495,166,18,Tuesday,0
2025-12-09 19:01:19.352495,164,19,Tuesday,0
2025-12-09 19:06:19.352495,155,19,Tuesday,0
2025-12-09 19:11:19.352495,163,19,Tuesday,0
2025-12-09 19:16:19.352495,155,19,Tuesday,0
2025-12-09 19:21:19.352495,157,19,Tuesday,0
2025-12-09 19:26:19.352495,176,19,Tuesday,0
2025-12-09 19:31:19.352495,171,19,Tuesday,0
2025-12-09 19:36:19.352495,144,19,Tuesday,0
2025-12-09 19:41:19.352495,165,19,Tuesday,0
2025-12-09 19:46:19.352495,164,19,Tuesday,0
2025-12-09 19:51:19.352495,143,19,Tuesday,0
2025-12-09 19:56:19.352495,162,19,Tuesday,0
2025-12-09 20:01:19.352495,169,20,Tuesday,0
2025-12-09 20:06:19.352495,141,20,Tuesday,0
2025-12-09 20:11:19.352495,143,20,Tuesday,0
2025-12-09 20:16:19.352495,161,20,Tuesday,0
2025-12-09 20:21:19.352495,153,20,Tuesday,0
2025-12-09 20:26:19.352495,155,20,Tuesday,0
2025-12-09 20:31:19.352495,153,20,Tuesday,0
2025-12-09 20:36:19.352495,152,20,Tuesday,0
2025-12-09 20:41:19.352495,135,20,Tuesday,0
2025-12-09 20:46:19.352495,158,20,Tuesday,0
2025-12-09 20:51:19.352495,158,20,Tuesday,0
2025-12-09 20:56:19.352495,144,20,Tuesday,0
2025-12-09 21:01:19.352495,145,21,Tuesday,0
2025-12-09 21:06:19.352495,129,21,Tuesday,0
2025-12-09 21:11:19.352495,149,21,Tuesday,0
2025-12-09 21:16:19.352495,149,21,Tuesday,0
2025-12-09 21:21:19.352495,142,21,Tuesday,0
2025-12-09 21:26:19.352495,154,21,Tuesday,0
2025-12-09 21:31:19.352495,139,21,Tuesday,0
2025-12-09 21:36:19.352495,147,21,Tuesday,0
2025-12-09 21:41:19.352495,131,21,Tuesday,0
2025-12-09 21:46:19.352495,140,21,Tuesday,0
2025-12-09 21:51:19.352495,138,21,Tuesday,0
2025-12-09 21:56:19.352495,142,21,Tuesday,0
2025-12-09 22:01:19.352495,135,22,Tuesday,0
2025-12-09 22:06:19.352495,137,22,Tuesday,0
2025-12-09 22:11:19.352495,147,22,Tuesday,0
2025-12-09 22:16:19.352495,134,22,Tuesday,0
2025-12-09 22:21:19.352495,121,22,Tuesday,0
2025-12-09 22:26:19.352495,155,22,Tuesday,0
2025-12-09 22:31:19.352495,151,22,Tuesday,0
2025-12-09 22:36:19.352495,124,22,Tuesday,0
2025-12-09 22:41:19.352495,143,22,Tuesday,0
2025-12-09 22:46:19.352495,131,22,Tuesday,0
2025-12-09 22:51:19.352495,138,22,Tuesday,0
2025-12-09 22:56:19.352495,138,22,Tuesday,0
2025-12-09 23:01:19.352495,133,23,Tuesday,0
2025-12-09 23:06:19.352495,127,23,Tuesday,0
2025-12-09 23:11:19.352495,128,23,Tuesday,0
2025-12-09 23:16:19.352495,126,23,Tuesday,0
2025-12-09 23:21:19.352495,126,23,Tuesday,0
2025-12-09 23:26:19.352495,134,23,Tuesday,0
2025-12-09 23:31:19.352495,127,23,Tuesday,0
2025-12-09 23:36:19.352495,141,23,Tuesday,0
2025-12-09 23:41:19.352495,149,23,Tuesday,0
2025-12-09 23:46:19.352495,128,23,Tuesday,0
2025-12-09 23:51:19.352495,136,23,Tuesday,0
2025-12-09 23:56:19.352495,139,23,Tuesday,0
2025-12-10 00:01:19.352495,139,0,Wednesday,0
2025-12-10 00:06:19.352495,135,0,Wednesday,0
2025-12-10 00:11:19.352495,142,0,Wednesday,0
2025-12-10 00:16:19.352495,139,0,Wednesday,0
2025-12-10 00:21:19.352495,122,0,Wednesday,0
2025-12-10 00:26:19.352495,143,0,Wednesday,0
2025-12-10 00:31:19.352495,143,0,Wednesday,0
2025-12-10 00:36:19.352495,127,0,Wednesday,0
2025-12-10 00:41:19.352495,135,0,Wednesday,0
2025-12-10 00:46:19.352495,142,0,Wednesday,0
2025-12-10 00:51:19.352495,133,0,Wednesday,0
2025-12-10 00:56:19.352495,146,0,Wednesday,0
2025-12-10 01:01:19.352495,159,1,Wednesday,0
2025-12-10 01:06:19.352495,128,1,Wednesday,0
2025-12-10 01:11:19.352495,122,1,Wednesday,0
2025-12-10 01:16:19.352495,139,1,Wednesday,0
2025-12-10 01:21:19.352495,144,1,Wednesday,0
2025-12-10 01:26:19.352495,135,1,Wednesday,0
2025-12-10 01:31:19.352495,152,1,Wednesday,0
2025-12-10 01:36:19.352495,124,1,Wednesday,0
2025-12-10 01:41:19.352495,145,1,Wednesday,0
2025-12-10 01:46:19.352495,132,1,Wednesday,0
2025-12-10 01:51:19.352495,156,1,Wednesday,0
2025-12-10 01:56:19.352495,159,1,Wednesday,0
2025-12-10 02:01:19.352495,132,2,Wednesday,0
2025-12-10 02:06:19.352495,135,2,Wednesday,0
2025-12-10 02:11:19.352495,149,2,Wednesday,0
2025-12-10 02:16:19.352495,137,2,Wednesday,0
2025-12-10 02:21:19.352495,141,2,Wednesday,0
2025-12-10 02:26:19.352495,142,2,Wednesday,0
2025-12-10 02:31:19.352495,124,2,Wednesday,0
2025-12-10 02:36:19.352495,143,2,Wednesday,0
2025-12-10 02:41:19.352495,137,2,Wednesday,0
2025-12-10 02:46:19.352495,140,2,Wednesday,0
2025-12-10 02:51:19.352495,159,2,Wednesday,0
2025-12-10 02:56:19.352495,133,2,Wednesday,0
2025-12-10 03:01:19.352495,154,3,Wednesday,0
2025-12-10 03:06:19.352495,144,3,Wednesday,0
2025-12-10 03:11:19.352495,145,3,Wednesday,0
2025-12-10 03:16:19.352495,156,3,Wednesday,0
2025-12-10 03:21:19.352495,152,3,Wednesday,0
2025-12-10 03:26:19.352495,155,3,Wednesday,0
2025-12-10 03:31:19.352495,160,3,Wednesday,0
2025-12-10 03:36:19.352495,148,3,Wednesday,0
2025-12-10 03:41:19.352495,146,3,Wednesday,0
2025-12-10 03:46:19.352495,142,3,Wednesday,0
2025-12-10 03:51:19.352495,145,3,Wednesday,0
2025-12-10 03:56:19.352495,183,3,Wednesday,0
2025-12-10 04:01:19.352495,167,4,Wednesday,0
2025-12-10 04:06:19.352495,142,4,Wednesday,0
2025-12-10 04:11:19.352495,143,4,Wednesday,0
2025-12-10 04:16:19.352495,162,4,Wednesday,0
2025-12-10 04:21:19.352495,163,4,Wednesday,0
2025-12-10 04:26:19.352495,164,4,Wednesday,0
2025-12-10 04:31:19.352495,157,4,Wednesday,0
2025-12-10 04:36:19.352495,159,4,Wednesday,0
2025-12-10 04:41:19.352495,164,4,Wednesday,0
2025-12-10 04:46:19.352495,163,4,Wednesday,0
2025-12-10 04:51:19.352495,141,4,Wednesday,0
2025-12-10 04:56:19.352495,161,4,Wednesday,0
2025-12-10 05:01:19.352495,156,5,Wednesday,0
2025-12-10 05:06:19.352495,167,5,Wednesday,0
2025-12-10 05:11:19.352495,196,5,Wednesday,0
2025-12-10 05:16:19.352495,171,5,Wednesday,0
2025-12-10 05:21:19.352495,165,5,Wednesday,0
2025-12-10 05:26:19.352495,178,5,Wednesday,0
2025-12-10 05:31:19.352495,175,5,Wednesday,0
2025-12-10 05:36:19.352495,175,5,Wednesday,0
2025-12-10 05:41:19.352495,178,5,Wednesday,0
2025-12-10 05:46:19.352495,193,5,Wednesday,0
2025-12-10 05:51:19.352495,162,5,Wednesday,0
2025-12-10 05:56:19.352495,179,5,Wednesday,0
2025-12-10 06:01:19.352495,166,6,Wednesday,0
2025-12-10 06:06:19.352495,181,6,Wednesday,0
2025-12-10 06:11:19.352495,168,6,Wednesday,0
2025-12-10 06:16:19.352495,173,6,Wednesday,0
2025-12-10 06:21:19.352495,176,6,Wednesday,0
2025-12-10 06:26:19.352495,189,6,Wednesday,0
2025-12-10 06:31:19.352495,189,6,Wednesday,0
2025-12-10 06:36:19.352495,169,6,Wednesday,0
2025-12-10 06:41:19.352495,183,6,Wednesday,0
2025-12-10 06:46:19.352495,176,6,Wednesday,0
2025-12-10 06:51:19.352495,171,6,Wednesday,0
2025-12-10 06:56:19.352495,182,6,Wednesday,0
2025-12-10 07:01:19.352495,182,7,Wednesday,0
2025-12-10 07:06:19.352495,211,7,Wednesday,0
2025-12-10 07:11:19.352495,191,7,Wednesday,0
2025-12-10 07:16:19.352495,174,7,Wednesday,0
2025-12-10 07:21:19.352495,183,7,Wednesday,0
2025-12-10 07:26:19.352495,200,7,Wednesday,0
2025-12-10 07:31:19.352495,211,7,Wednesday,0
2025-12-10 07:36:19.352495,175,7,Wednesday,0
2025-12-10 07:41:19.352495,173,7,Wednesday,0
2025-12-10 07:46:19.352495,212,7,Wednesday,0
2025-12-10 07:51:19.352495,198,7,Wednesday,0
2025-12-10 07:56:19.352495,186,7,Wednesday,0
2025-12-10 08:01:19.352495,201,8,Wednesday,0
2025-12-10 08:06:19.352495,170,8,Wednesday,0
2025-12-10 08:11:19.352495,197,8,Wednesday,0
2025-12-10 08:16:19.352495,201,8,Wednesday,0
2025-12-10 08:21:19.352495,207,8,Wednesday,0
2025-12-10 08:26:19.352495,189,8,Wednesday,0
2025-12-10 08:31:19.352495,200,8,Wednesday,0
2025-12-10 08:36:19.352495,191,8,Wednesday,0
2025-12-10 08:41:19.352495,204,8,Wednesday,0
2025-12-10 08:46:19.352495,193,8,Wednesday,0
2025-12-10 08:51:19.352495,198,8,Wednesday,0
2025-12-10 08:56:19.352495,193,8,Wednesday,0
2025-12-10 09:01:19.352495,210,9,Wednesday,0
2025-12-10 09:06:19.352495,213,9,Wednesday,0
2025-12-10 09:11:19.352495,202,9,Wednesday,0
2025-12-10 09:16:19.352495,206,9,Wednesday,0
2025-12-10 09:21:19.352495,191,9,Wednesday,0
2025-12-10 09:26:19.352495,204,9,Wednesday,0
2025-12-10 09:31:19.352495,207,9,Wednesday,0
2025-12-10 09:36:19.352495,234,9,Wednesday,0
2025-12-10 09:41:19.352495,197,9,Wednesday,0
2025-12-10 09:46:19.352495,223,9,Wednesday,0
2025-12-10 09:51:19.352495,219,9,Wednesday,0
2025-12-10 09:56:19.352495,212,9,Wednesday,0
2025-12-10 10:01:19.352495,228,10,Wednesday,0
2025-12-10 10:06:19.352495,214,10,Wednesday,0
2025-12-10 10:11:19.352495,215,10,Wednesday,0
2025-12-10 10:16:19.352495,211,10,Wednesday,0
2025-12-10 10:21:19.352495,224,10,Wednesday,0
2025-12-10 10:26:19.352495,223,10,Wednesday,0
2025-12-10 10:31:19.352495,206,10,Wednesday,0
2025-12-10 10:36:19.352495,200,10,Wednesday,0
2025-12-10 10:41:19.352495,211,10,Wednesday,0
2025-12-10 10:46:19.352495,205,10,Wednesday,0
2025-12-10 10:51:19.352495,213,10,Wednesday,0
2025-12-10 10:56:19.352495,226,10,Wednesday,0
2025-12-10 11:01:19.352495,210,11,Wednesday,0
2025-12-10 11:06:19.352495,214,11,Wednesday,0
2025-12-10 11:11:19.352495,215,11,Wednesday,0
2025-12-10 11:16:19.352495,223,11,Wednesday,0
2025-12-10 11:21:19.352495,192,11,Wednesday,0
2025-12-10 11:26:19.352495,209,11,Wednesday,0
2025-12-10 11:31:19.352495,217,11,Wednesday,0
2025-12-10 11:36:19.352495,227,11,Wednesday,0
2025-12-10 11:41:19.352495,210,11,Wednesday,0
2025-12-10 11:46:19.352495,197,11,Wednesday,0
2025-12-10 11:51:19.352495,222,11,Wednesday,0
2025-12-10 11:56:19.352495,209,11,Wednesday,0
2025-12-10 12:01:19.352495,204,12,Wednesday,0
2025-12-10 12:06:19.352495,209,12,Wednesday,0
2025-12-10 12:11:19.352495,214,12,Wednesday,0
2025-12-10 12:16:19.352495,209,12,Wednesday,0
2025-12-10 12:21:19.352495,193,12,Wednesday,0
2025-12-10 12:26:19.352495,224,12,Wednesday,0
2025-12-10 12:31:19.352495,228,12,Wednesday,0
2025-12-10 12:36:19.352495,222,12,Wednesday,0
2025-12-10 12:41:19.352495,204,12,Wednesday,0
2025-12-10 12:46:19.352495,213,12,Wednesday,0
2025-12-10 12:51:19.352495,215,12,Wednesday,0
2025-12-10 12:56:19.352495,220,12,Wednesday,0
2025-12-10 13:01:19.352495,221,13,Wednesday,0
2025-12-10 13:06:19.352495,207,13,Wednesday,0
2025-12-10 13:11:19.352495,215,13,Wednesday,0
2025-12-10 13:16:19.352495,218,13,Wednesday,0
2025-12-10 13:21:19.352495,228,13,Wednesday,0
2025-12-10 13:26:19.352495,220,13,Wednesday,0
2025-12-10 13:31:19.352495,220,13,Wednesday,0
2025-12-10 13:36:19.352495,213,13,Wednesday,0
2025-12-10 13:41:19.352495,226,13,Wednesday,0
2025-12-10 13:46:19.352495,216,13,Wednesday,0
2025-12-10 13:51:19.352495,203,13,Wednesday,0
2025-12-10 13:56:19.352495,225,13,Wednesday,0
2025-12-10 14:01:19.352495,217,14,Wednesday,0
2025-12-10 14:06:19.352495,205,14,Wednesday,0
2025-12-10 14:11:19.352495,205,14,Wednesday,0
2025-12-10 14:16:19.352495,212,14,Wednesday,0
2025-12-10 14:21:19.352495,213,14,Wednesday,0
2025-12-10 14:26:19.352495,210,14,Wednesday,0
2025-12-10 14:31:19.352495,211,14,Wednesday,0
2025-12-10 14:36:19.352495,224,14,Wednesday,0
2025-12-10 14:41:19.352495,217,14,Wednesday,0
2025-12-10 14:46:19.352495,208,14,Wednesday,0
2025-12-10 14:51:19.352495,215,14,Wednesday,0
2025-12-10 14:56:19.352495,194,14,Wednesday,0
2025-12-10 15:01:19.352495,208,15,Wednesday,0
2025-12-10 15:06:19.352495,222,15,Wednesday,0
2025-12-10 15:11:19.352495,201,15,Wednesday,0
2025-12-10 15:16:19.352495,194,15,Wednesday,0
2025-12-10 15:21:19.352495,195,15,Wednesday,0
2025-12-10 15:26:19.352495,190,15,Wednesday,0
2025-12-10 15:31:19.352495,192,15,Wednesday,0
2025-12-10 15:36:19.352495,196,15,Wednesday,0
2025-12-10 15:41:19.352495,185,15,Wednesday,0
2025-12-10 15:46:19.352495,198,15,Wednesday,0
2025-12-10 15:51:19.352495,206,15,Wednesday,0
2025-12-10 15:56:19.352495,188,15,Wednesday,0
2025-12-10 16:01:19.352495,211,16,Wednesday,0
2025-12-10 16:06:19.352495,200,16,Wednesday,0
2025-12-10 16:11:19.352495,205,16,Wednesday,0
2025-12-10 16:16:19.352495,187,16,Wednesday,0
2025-12-10 16:21:19.352495,201,16,Wednesday,0
2025-12-10 16:26:19.352495,181,16,Wednesday,0
2025-12-10 16:31:19.352495,200,16,Wednesday,0
2025-12-10 16:36:19.352495,192,16,Wednesday,0
2025-12-10 16:41:19.352495,195,16,Wednesday,0
2025-12-10 16:46:19.352495,177,16,Wednesday,0
2025-12-10 16:51:19.352495,179,16,Wednesday,0
2025-12-10 16:56:19.352495,193,16,Wednesday,0
2025-12-10 17:01:19.352495,177,17,Wednesday,0
2025-12-10 17:06:19.352495,190,17,Wednesday,0
2025-12-10 17:11:19.352495,171,17,Wednesday,0
2025-12-10 17:16:19.352495,192,17,Wednesday,0
2025-12-10 17:21:19.352495,171,17,Wednesday,0
2025-12-10 17:26:19.352495,188,17,Wednesday,0
2025-12-10 17:31:19.352495,187,17,Wednesday,0
2025-12-10 17:36:19.352495,173,17,Wednesday,0
2025-12-10 17:41:19.352495,185,17,Wednesday,0
2025-12-10 17:46:19.352495,181,17,Wednesday,0
2025-12-10 17:51:19.352495,172,17,Wednesday,0
2025-12-10 17:56:19.352495,167,17,Wednesday,0
2025-12-10 18:01:19.352495,156,18,Wednesday,0
2025-12-10 18:06:19.352495,179,18,Wednesday,0
2025-12-10 18:11:19.352495,159,18,Wednesday,0
2025-12-10 18:16:19.352495,174,18,Wednesday,0
2025-12-10 18:21:19.352495,170,18,Wednesday,0
2025-12-10 18:26:19.352495,179,18,Wednesday,0
2025-12-10 18:31:19.352495,168,18,Wednesday,0
2025-12-10 18:36:19.352495,167,18,Wednesday,0
2025-12-10 18:41:19.352495,177,18,Wednesday,0
2025-12-10 18:46:19.352495,172,18,Wednesday,0
2025-12-10 18:51:19.352495,171,18,Wednesday,0
2025-12-10 18:56:19.352495,171,18,Wednesday,0
2025-12-10 19:01:19.352495,150,19,Wednesday,0
2025-12-10 19:06:19.352495,173,19,Wednesday,0
2025-12-10 19:11:19.352495,170,19,Wednesday,0
2025-12-10 19:16:19.352495,153,19,Wednesday,0
2025-12-10 19:21:19.352495,160,19,Wednesday,0
2025-12-10 19:26:19.352495,161,19,Wednesday,0
2025-12-10 19:31:19.352495,160,19,Wednesday,0
2025-12-10 19:36:19.352495,164,19,Wednesday,0
2025-12-10 19:41:19.352495,174,19,Wednesday,0
2025-12-10 19:46:19.352495,169,19,Wednesday,0
2025-12-10 19:51:19.352495,145,19,Wednesday,0
2025-12-10 19:56:19.352495,163,19,Wednesday,0
2025-12-10 20:01:19.352495,170,20,Wednesday,0
2025-12-10 20:06:19.352495,159,20,Wednesday,0
2025-12-10 20:11:19.352495,166,20,Wednesday,0
2025-12-10 20:16:19.352495,174,20,Wednesday,0
2025-12-10 20:21:19.352495,164,20,Wednesday,0
2025-12-10 20:26:19.352495,155,20,Wednesday,0
2025-12-10 20:31:19.352495,163,20,Wednesday,0
2025-12-10 20:36:19.352495,153,20,Wednesday,0
2025-12-10 20:41:19.352495,151,20,Wednesday,0
2025-12-10 20:46:19.352495,147,20,Wednesday,0
2025-12-10 20:51:19.352495,165,20,Wednesday,0
2025-12-10 20:56:19.352495,141,20,Wednesday,0
2025-12-10 21:01:19.352495,164,21,Wednesday,0
2025-12-10 21:06:19.352495,153,21,Wednesday,0
2025-12-10 21:11:19.352495,133,21,Wednesday,0
2025-12-10 21:16:19.352495,150,21,Wednesday,0
2025-12-10 21:21:19.352495,125,21,Wednesday,0
2025-12-10 21:26:19.352495,152,21,Wednesday,0
2025-12-10 21:31:19.352495,154,21,Wednesday,0
2025-12-10 21:36:19.352495,138,21,Wednesday,0
2025-12-10 21:41:19.352495,145,21,Wednesday,0
2025-12-10 21:46:19.352495,163,21,Wednesday,0
2025-12-10 21:51:19.352495,138,21,Wednesday,0
2025-12-10 21:56:19.352495,132,21,Wednesday,0
2025-12-10 22:01:19.352495,157,22,Wednesday,0
2025-12-10 22:06:19.352495,161,22,Wednesday,0
2025-12-10 22:11:19.352495,141,22,Wednesday,0
2025-12-10 22:16:19.352495,151,22,Wednesday,0
2025-12-10 22:21:19.352495,154,22,Wednesday,0
2025-12-10 22:26:19.352495,133,22,Wednesday,0
2025-12-10 22:31:19.352495,135,22,Wednesday,0
2025-12-10 22:36:19.352495,152,22,Wednesday,0
2025-12-10 22:41:19.352495,156,22,Wednesday,0
2025-12-10 22:46:19.352495,145,22,Wednesday,0
2025-12-10 22:51:19.352495,130,22,Wednesday,0
2025-12-10 22:56:19.352495,158,22,Wednesday,0
2025-12-10 23:01:19.352495,133,23,Wednesday,0
2025-12-10 23:06:19.352495,135,23,Wednesday,0
2025-12-10 23:11:19.352495,141,23,Wednesday,0
2025-12-10 23:16:19.352495,153,23,Wednesday,0
2025-12-10 23:21:19.352495,146,23,Wednesday,0
2025-12-10 23:26:19.352495,141,23,Wednesday,0
2025-12-10 23:31:19.352495,142,23,Wednesday,0
2025-12-10 23:36:19.352495,138,23,Wednesday,0
2025-12-10 23:41:19.352495,143,23,Wednesday,0
2025-12-10 23:46:19.352495,112,23,Wednesday,0
2025-12-10 23:51:19.352495,134,23,Wednesday,0
2025-12-10 23:56:19.352495,139,23,Wednesday,0
2025-12-11 00:01:19.352495,125,0,Thursday,0
2025-12-11 00:06:19.352495,141,0,Thursday,0
2025-12-11 00:11:19.352495,135,0,Thursday,0
2025-12-11 00:16:19.352495,155,0,Thursday,0
2025-12-11 00:21:19.352495,153,0,Thursday,0
2025-12-11 00:26:19.352495,133,0,Thursday,0
2025-12-11 00:31:19.352495,136,0,Thursday,0
2025-12-11 00:36:19.352495,137,0,Thursday,0
2025-12-11 00:41:19.352495,133,0,Thursday,0
2025-12-11 00:46:19.352495,140,0,Thursday,0
2025-12-11 00:51:19.352495,130,0,Thursday,0
2025-12-11 00:56:19.352495,127,0,Thursday,0
2025-12-11 01:01:19.352495,145,1,Thursday,0
2025-12-11 01:06:19.352495,145,1,Thursday,0
2025-12-11 01:11:19.352495,131,1,Thursday,0
2025-12-11 01:16:19.352495,148,1,Thursday,0
2025-12-11 01:21:19.352495,133,1,Thursday,0
2025-12-11 01:26:19.352495,142,1,Thursday,0
2025-12-11 01:31:19.352495,148,1,Thursday,0
2025-12-11 01:36:19.352495,140,1,Thursday,0
2025-12-11 01:41:19.352495,146,1,Thursday,0
2025-12-11 01:46:19.352495,136,1,Thursday,0
2025-12-11 01:51:19.352495,140,1,Thursday,0
2025-12-11 01:56:19.352495,140,1,Thursday,0
2025-12-11 02:01:19.352495,135,2,Thursday,0
2025-12-11 02:06:19.352495,141,2,Thursday,0
2025-12-11 02:11:19.352495,128,2,Thursday,0
2025-12-11 02:16:19.352495,139,2,Thursday,0
2025-12-11 02:21:19.352495,142,2,Thursday,0
2025-12-11 02:26:19.352495,143,2,Thursday,0
2025-12-11 02:31:19.352495,143,2,Thursday,0
2025-12-11 02:36:19.352495,146,2,Thursday,0
2025-12-11 02:41:19.352495,152,2,Thursday,0
2025-12-11 02:46:19.352495,156,2,Thursday,0
2025-12-11 02:51:19.352495,141,2,Thursday,0
2025-12-11 02:56:19.352495,137,2,Thursday,0
2025-12-11 03:01:19.352495,139,3,Thursday,0
2025-12-11 03:06:19.352495,145,3,Thursday,0
2025-12-11 03:11:19.352495,147,3,Thursday,0
2025-12-11 03:16:19.352495,143,3,Thursday,0
2025-12-11 03:21:19.352495,139,3,Thursday,0
2025-12-11 03:26:19.352495,148,3,Thursday,0
2025-12-11 03:31:19.352495,155,3,Thursday,0
2025-12-11 03:36:19.352495,160,3,Thursday,0
2025-12-11 03:41:19.352495,149,3,Thursday,0
2025-12-11 03:46:19.352495,151,3,Thursday,0
2025-12-11 03:51:19.352495,147,3,Thursday,0
2025-12-11 03:56:19.352495,157,3,Thursday,0
2025-12-11 04:01:19.352495,149,4,Thursday,0
2025-12-11 04:06:19.352495,164,4,Thursday,0
2025-12-11 04:11:19.352495,141,4,Thursday,0
2025-12-11 04:16:19.352495,156,4,Thursday,0
2025-12-11 04:21:19.352495,164,4,Thursday,0
2025-12-11 04:26:19.352495,163,4,Thursday,0
2025-12-11 04:31:19.352495,189,4,Thursday,0
2025-12-11 04:36:19.352495,167,4,Thursday,0
2025-12-11 04:41:19.352495,154,4,Thursday,0
2025-12-11 04:46:19.352495,164,4,Thursday,0
2025-12-11 04:51:19.352495,148,4,Thursday,0
2025-12-11 04:56:19.352495,166,4,Thursday,0
2025-12-11 05:01:19.352495,159,5,Thursday,0
2025-12-11 05:06:19.352495,177,5,Thursday,0
2025-12-11 05:11:19.352495,164,5,Thursday,0
2025-12-11 05:16:19.352495,169,5,Thursday,0
2025-12-11 05:21:19.352495,164,5,Thursday,0
2025-12-11 05:26:19.352495,189,5,Thursday,0
2025-12-11 05:31:19.352495,169,5,Thursday,0
2025-12-11 05:36:19.352495,192,5,Thursday,0
2025-12-11 05:41:19.352495,182,5,Thursday,0
2025-12-11 05:46:19.352495,180,5,Thursday,0
2025-12-11 05:51:19.352495,180,5,Thursday,0
2025-12-11 05:56:19.352495,181,5,Thursday,0
2025-12-11 06:01:19.352495,159,6,Thursday,0
2025-12-11 06:06:19.352495,176,6,Thursday,0
2025-12-11 06:11:19.352495,188,6,Thursday,0
2025-12-11 06:16:19.352495,180,6,Thursday,0
2025-12-11 06:21:19.352495,167,6,Thursday,0
2025-12-11 06:26:19.352495,182,6,Thursday,0
2025-12-11 06:31:19.352495,200,6,Thursday,0
2025-12-11 06:36:19.352495,196,6,Thursday,0
2025-12-11 06:41:19.352495,184,6,Thursday,0
2025-12-11 06:46:19.352495,195,6,Thursday,0
2025-12-11 06:51:19.352495,183,6,Thursday,0
2025-12-11 06:56:19.352495,170,6,Thursday,0
2025-12-11 07:01:19.352495,179,7,Thursday,0
2025-12-11 07:06:19.352495,205,7,Thursday,0
2025-12-11 07:11:19.352495,187,7,Thursday,0
2025-12-11 07:16:19.352495,188,7,Thursday,0
2025-12-11 07:21:19.352495,189,7,Thursday,0
2025-12-11 07:26:19.352495,212,7,Thursday,0
2025-12-11 07:31:19.352495,210,7,Thursday,0
2025-12-11 07:36:19.352495,216,7,Thursday,0
2025-12-11 07:41:19.352495,193,7,Thursday,0
2025-12-11 07:46:19.352495,199,7,Thursday,0
2025-12-11 07:51:19.352495,181,7,Thursday,0
2025-12-11 07:56:19.352495,212,7,Thursday,0
2025-12-11 08:01:19.352495,186,8,Thursday,0
2025-12-11 08:06:19.352495,201,8,Thursday,0
2025-12-11 08:11:19.352495,189,8,Thursday,0
2025-12-11 08:16:19.352495,194,8,Thursday,0
2025-12-11 08:21:19.352495,193,8,Thursday,0
2025-12-11 08:26:19.352495,196,8,Thursday,0
2025-12-11 08:31:19.352495,197,8,Thursday,0
2025-12-11 08:36:19.352495,198,8,Thursday,0
2025-12-11 08:41:19.352495,212,8,Thursday,0
2025-12-11 08:46:19.352495,193,8,Thursday,0
2025-12-11 08:51:19.352495,207,8,Thursday,0
2025-12-11 08:56:19.352495,218,8,Thursday,0
2025-12-11 09:01:19.352495,201,9,Thursday,0
2025-12-11 09:06:19.352495,200,9,Thursday,0
2025-12-11 09:11:19.352495,205,9,Thursday,0
2025-12-11 09:16:19.352495,220,9,Thursday,0
2025-12-11 09:21:19.352495,211,9,Thursday,0
2025-12-11 09:26:19.352495,204,9,Thursday,0
2025-12-11 09:31:19.352495,215,9,Thursday,0
